year,year_type,state_name,state_code,category,variable_id,variable_name,value,unit,confidence,original_value,original_unit,notes
1923,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6396514.0,head,high,6396514.0,head,
1923,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,413272.0,head,high,413272.0,head,
1923,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,220351.0,head,high,220351.0,head,
1923,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1591367.0,head,high,1591367.0,head,
1923,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,953764.0,head,high,953764.0,head,
1924,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,5058.0,head,high,5058.0,head,
1924,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,13309473.0,head,high,13309473.0,head,
1924,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2871196.0,head,high,2871196.0,head,
1924,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,855285.0,head,high,855285.0,head,
1924,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6454653.0,head,high,6454653.0,head,
1924,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,400423.0,head,high,400423.0,head,
1924,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,225740.0,head,high,225740.0,head,
1924,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1605554.0,head,high,1605554.0,head,
1924,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,891564.0,head,high,891564.0,head,
1925,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,5312.0,head,high,5312.0,head,
1925,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,13279785.0,head,high,13279785.0,head,
1925,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2931818.0,head,high,2931818.0,head,
1925,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,970342.0,head,high,970342.0,head,
1925,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6436645.0,head,high,6436645.0,head,
1925,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,373597.0,head,high,373597.0,head,
1925,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,212373.0,head,high,212373.0,head,
1925,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1513787.0,head,high,1513787.0,head,
1925,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,835911.0,head,high,835911.0,head,
1926,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,5509.0,head,high,5509.0,head,
1926,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,11963278.0,head,high,11963278.0,head,
1926,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2813144.0,head,high,2813144.0,head,
1926,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,863597.0,head,high,863597.0,head,
1926,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5464845.0,head,high,5464845.0,head,
1926,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,340007.0,head,high,340007.0,head,
1926,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,213112.0,head,high,213112.0,head,
1926,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1435761.0,head,high,1435761.0,head,
1926,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,827303.0,head,high,827303.0,head,
1927,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,6188.0,head,high,6188.0,head,
1927,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,11616056.0,head,high,11616056.0,head,
1927,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2848654.0,head,high,2848654.0,head,
1927,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,835390.0,head,high,835390.0,head,
1927,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5225804.0,head,high,5225804.0,head,
1927,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,316314.0,head,high,316314.0,head,
1927,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,210894.0,head,high,210894.0,head,
1927,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1327077.0,head,high,1327077.0,head,
1927,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,846735.0,head,high,846735.0,head,
1928,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,5269.0,head,high,5269.0,head,
1928,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,11300757.0,head,high,11300757.0,head,
1928,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2784615.0,head,high,2784615.0,head,
1928,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,768751.0,head,high,768751.0,head,
1928,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5128341.0,head,high,5128341.0,head,
1928,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,263016.0,head,high,263016.0,head,
1928,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,208812.0,head,high,208812.0,head,
1928,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1304426.0,head,high,1304426.0,head,
1928,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,837527.0,head,high,837527.0,head,
1929,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,4760.0,head,high,4760.0,head,
1929,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,11202134.0,head,high,11202134.0,head,
1929,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2686132.0,head,high,2686132.0,head,
1929,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,711607.0,head,high,711607.0,head,
1929,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5208588.0,head,high,5208588.0,head,
1929,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,204516.0,head,high,204516.0,head,
1929,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,214643.0,head,high,214643.0,head,
1929,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1335242.0,head,high,1335242.0,head,
1929,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,836646.0,head,high,836646.0,head,
1930,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,4240.0,head,high,4240.0,head,
1930,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,11720916.0,head,high,11720916.0,head,
1930,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2840473.0,head,high,2840473.0,head,
1930,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,720476.0,head,high,720476.0,head,
1930,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5463724.0,head,high,5463724.0,head,
1930,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,218985.0,head,high,218985.0,head,
1930,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,230254.0,head,high,230254.0,head,
1930,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1429920.0,head,high,1429920.0,head,
1930,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,812844.0,head,high,812844.0,head,
1931,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,5395.0,head,high,5395.0,head,
1931,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,12260955.0,head,high,12260955.0,head,
1931,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2993586.0,head,high,2993586.0,head,
1931,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,749745.0,head,high,749745.0,head,
1931,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5550399.0,head,high,5550399.0,head,
1931,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,265324.0,head,high,265324.0,head,
1931,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,232444.0,head,high,232444.0,head,
1931,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1637530.0,head,high,1637530.0,head,
1931,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,826532.0,head,high,826532.0,head,
1932,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,4643.0,head,high,4643.0,head,
1932,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,12783137.0,head,high,12783137.0,head,
1932,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,3141174.0,head,high,3141174.0,head,
1932,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,780121.0,head,high,780121.0,head,
1932,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5535065.0,head,high,5535065.0,head,
1932,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,312932.0,head,high,312932.0,head,
1932,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,250807.0,head,high,250807.0,head,
1932,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1900922.0,head,high,1900922.0,head,
1932,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,857473.0,head,high,857473.0,head,
1933,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,6790.0,head,high,6790.0,head,
1933,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,13512486.0,head,high,13512486.0,head,
1933,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,3361771.0,head,high,3361771.0,head,
1933,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,859867.0,head,high,859867.0,head,
1933,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5781170.0,head,high,5781170.0,head,
1933,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,352728.0,head,high,352728.0,head,
1933,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,262256.0,head,high,262256.0,head,
1933,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,2002235.0,head,high,2002235.0,head,
1933,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,885669.0,head,high,885669.0,head,
1934,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,8433.0,head,high,8433.0,head,
1934,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,14048671.0,head,high,14048671.0,head,
1934,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,3482831.0,head,high,3482831.0,head,
1934,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,899679.0,head,high,899679.0,head,
1934,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6052641.0,head,high,6052641.0,head,
1934,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,346479.0,head,high,346479.0,head,
1934,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,261588.0,head,high,261588.0,head,
1934,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,2085080.0,head,high,2085080.0,head,
1934,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,911940.0,head,high,911940.0,head,
1935,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,10186.0,head,high,10186.0,head,
1935,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,13911659.0,head,high,13911659.0,head,
1935,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,3388538.0,head,high,3388538.0,head,
1935,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,900535.0,head,high,900535.0,head,
1935,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6033004.0,head,high,6033004.0,head,
1935,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,335354.0,head,high,335354.0,head,
1935,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,270035.0,head,high,270035.0,head,
1935,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,2091246.0,head,high,2091246.0,head,
1935,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,882761.0,head,high,882761.0,head,
1936,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,9856.0,head,high,9856.0,head,
1936,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,13491072.0,head,high,13491072.0,head,
1936,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,3288169.0,head,high,3288169.0,head,
1936,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,855398.0,head,high,855398.0,head,
1936,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5950572.0,head,high,5950572.0,head,
1936,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,328013.0,head,high,328013.0,head,
1936,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,261597.0,head,high,261597.0,head,
1936,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,2004959.0,head,high,2004959.0,head,
1936,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,792508.0,head,high,792508.0,head,
1937,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,8325.0,head,high,8325.0,head,
1937,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,13078356.0,head,high,13078356.0,head,
1937,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,3019581.0,head,high,3019581.0,head,
1937,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,891640.0,head,high,891640.0,head,
1937,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,5959165.0,head,high,5959165.0,head,
1937,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,324163.0,head,high,324163.0,head,
1937,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,254812.0,head,high,254812.0,head,
1937,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1880429.0,head,high,1880429.0,head,
1937,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,740241.0,head,high,740241.0,head,
1938,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,7057.0,head,high,7057.0,head,
1938,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,12861781.0,head,high,12861781.0,head,
1938,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2811884.0,head,high,2811884.0,head,
1938,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,899472.0,head,high,899472.0,head,
1938,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6097089.0,head,high,6097089.0,head,
1938,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,318897.0,head,high,318897.0,head,
1938,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,262407.0,head,high,262407.0,head,
1938,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1697295.0,head,high,1697295.0,head,
1938,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,767680.0,head,high,767680.0,head,
1939,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,7057.0,head,high,7057.0,head,
1939,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,12861781.0,head,high,12861781.0,head,
1939,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2811884.0,head,high,2811884.0,head,
1939,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,899472.0,head,high,899472.0,head,
1939,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6097089.0,head,high,6097089.0,head,
1939,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,318897.0,head,high,318897.0,head,
1939,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,262407.0,head,high,262407.0,head,
1939,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1697295.0,head,high,1697295.0,head,
1939,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,767680.0,head,high,767680.0,head,
1940,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,5879.0,head,high,5879.0,head,
1940,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,13080180.0,head,high,13080180.0,head,
1940,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2762653.0,head,high,2762653.0,head,
1940,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,922581.0,head,high,922581.0,head,
1940,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6198798.0,head,high,6198798.0,head,
1940,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,351013.0,head,high,351013.0,head,
1940,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,252484.0,head,high,252484.0,head,
1940,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1787597.0,head,high,1787597.0,head,
1940,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,799175.0,head,high,799175.0,head,
1941,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,6636.0,head,high,6636.0,head,
1941,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,13255841.0,head,high,13255841.0,head,
1941,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,2769061.0,head,high,2769061.0,head,
1941,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,922308.0,head,high,922308.0,head,
1941,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,6210810.0,head,high,6210810.0,head,
1941,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,376654.0,head,high,376654.0,head,
1941,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,259108.0,head,high,259108.0,head,
1941,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,1922336.0,head,high,1922336.0,head,
1941,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,788928.0,head,high,788928.0,head,
1942,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,7432.0,head,high,7432.0,head,
